name;link;KOI;massJupiter;massEarth;radiusJupiter;radiusEarth;density;temp;transit;period;sma;ecc;inc;dist
Kepler-138d;http://kepler.nasa.gov/Mission/discoveries/kepler138d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00314.02&type=KEPLER_CANDIDATE;0.003;1.01;0.144;1.61;1.31;376;2.0012;23.08933;0.128;0.024;88.81;
Kepler-139b;http://kepler.nasa.gov/Mission/discoveries/kepler139b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00316.01&type=KEPLER_CANDIDATE;;;0.262;2.94;;758;5.0688;15.771044;0.127;;89.95;
Kepler-139c;http://kepler.nasa.gov/Mission/discoveries/kepler139c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00316.02&type=KEPLER_CANDIDATE;;;0.302;3.38;;351;8.5176;157.072878;0.586;;89.38;
Kepler-140b;http://kepler.nasa.gov/Mission/discoveries/kepler140b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00327.01&type=KEPLER_CANDIDATE;;;0.144;1.61;;1378;2.9784;3.25427;0.045;;85.37;
Kepler-140c;http://kepler.nasa.gov/Mission/discoveries/kepler140c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00327.02&type=KEPLER_CANDIDATE;;;0.161;1.8;;455;7.92;91.353282;0.414;;89.38;
Kepler-141b;http://kepler.nasa.gov/Mission/discoveries/kepler141b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00338.02&type=KEPLER_CANDIDATE;;;0.062;0.69;;3866;2.2176;3.107675;0.039;;84.8;
Kepler-141c;http://kepler.nasa.gov/Mission/discoveries/kepler141c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00338.01&type=KEPLER_CANDIDATE;;;0.126;1.41;;2953;2.9856;7.010606;0.067;;87.09;
Kepler-142b;http://kepler.nasa.gov/Mission/discoveries/kepler142b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00343.02&type=KEPLER_CANDIDATE;;;0.178;1.99;;1540;2.4888;2.024152;0.032;;82.51;
Kepler-142c;http://kepler.nasa.gov/Mission/discoveries/kepler142c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00343.01&type=KEPLER_CANDIDATE;;;0.255;2.86;;1156;3.3024;4.761702;0.057;;85.94;
Kepler-142d;http://kepler.nasa.gov/Mission/discoveries/kepler142d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00343.03&type=KEPLER_CANDIDATE;;;0.193;2.16;;559;8.688;41.809118;0.242;;89.38;
Kepler-143b;http://kepler.nasa.gov/Mission/discoveries/kepler143b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00352.02&type=KEPLER_CANDIDATE;;;0.215;2.41;;772;1.1328;16.007583;0.127;;88.24;
Kepler-143c;http://kepler.nasa.gov/Mission/discoveries/kepler143c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00352.01&type=KEPLER_CANDIDATE;;;0.301;3.37;;649;5.1024;27.082511;0.181;;89.95;
Kepler-144b;http://kepler.nasa.gov/Mission/discoveries/kepler144b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00369.01&type=KEPLER_CANDIDATE;;;0.119;1.33;;1148;1.872;5.885273;0.066;;87.66;
Kepler-144c;http://kepler.nasa.gov/Mission/discoveries/kepler144c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00369.02&type=KEPLER_CANDIDATE;;;0.12;1.35;;959;2.2776;10.104665;0.094;;88.24;
Kepler-145b;http://kepler.nasa.gov/Mission/discoveries/kepler145b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00370.02&type=KEPLER_CANDIDATE;0.117;37.1;0.236;2.65;;902;4.7683;22.951;0.172;;86.52;
Kepler-145c;http://kepler.nasa.gov/Mission/discoveries/kepler145c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00370.01&type=KEPLER_CANDIDATE;0.25;79.4;0.385;4.32;;732;9.8983;42.882;0.261;;88.24;
Kepler-146b;http://kepler.nasa.gov/Mission/discoveries/kepler146b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00386.01&type=KEPLER_CANDIDATE;;;0.331;3.71;;648;5.1888;31.158799;0.2;;89.95;
Kepler-146c;http://kepler.nasa.gov/Mission/discoveries/kepler146c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00386.02&type=KEPLER_CANDIDATE;;;0.279;3.13;;481;6.216;76.732171;0.364;;89.38;
Kepler-147b;http://kepler.nasa.gov/Mission/discoveries/kepler147b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00392.02&type=KEPLER_CANDIDATE;;;0.136;1.53;;877;4.4472;12.610584;0.113;;85.37;
Kepler-147c;http://kepler.nasa.gov/Mission/discoveries/kepler147c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00392.01&type=KEPLER_CANDIDATE;;;0.217;2.43;;634;7.2936;33.416423;0.216;;87.66;
Kepler-148b;http://kepler.nasa.gov/Mission/discoveries/kepler148b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00398.03&type=KEPLER_CANDIDATE;;;0.161;1.8;;1249;1.7568;1.729366;0.028;;88.24;
Kepler-148c;http://kepler.nasa.gov/Mission/discoveries/kepler148c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00398.02&type=KEPLER_CANDIDATE;;;0.321;3.6;;929;2.4816;4.180043;0.05;;89.95;
Kepler-149b;http://kepler.nasa.gov/Mission/discoveries/kepler149b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00401.01&type=KEPLER_CANDIDATE;;;0.376;4.21;;700;5.0736;29.198943;0.184;;89.38;
Kepler-149c;http://kepler.nasa.gov/Mission/discoveries/kepler149c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00401.03&type=KEPLER_CANDIDATE;;;0.144;1.61;;567;6.948;55.328328;0.281;;89.95;
Kepler-149d;http://kepler.nasa.gov/Mission/discoveries/kepler149d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00401.02&type=KEPLER_CANDIDATE;;;0.353;3.96;;397;5.1504;160.018032;0.571;;89.38;
Kepler-150b;http://kepler.nasa.gov/Mission/discoveries/kepler150b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00408.04&type=KEPLER_CANDIDATE;;;0.112;1.25;;1192;2.3088;3.428054;0.044;;87.09;
Kepler-150c;http://kepler.nasa.gov/Mission/discoveries/kepler150c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00408.01&type=KEPLER_CANDIDATE;;;0.329;3.69;;925;3.1248;7.381998;0.073;;88.24;
Kepler-150d;http://kepler.nasa.gov/Mission/discoveries/kepler150d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00408.02&type=KEPLER_CANDIDATE;;;0.249;2.79;;772;3.7632;12.56093;0.104;;88.81;
Kepler-150e;http://kepler.nasa.gov/Mission/discoveries/kepler150e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00408.03&type=KEPLER_CANDIDATE;;;0.278;3.12;;572;5.4552;30.826557;0.189;;89.38;
Kepler-151b;http://kepler.nasa.gov/Mission/discoveries/kepler151b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00413.01&type=KEPLER_CANDIDATE;;;0.273;3.06;;638;2.6448;15.228958;0.116;;88.81;
Kepler-151c;http://kepler.nasa.gov/Mission/discoveries/kepler151c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00413.02&type=KEPLER_CANDIDATE;;;0.186;2.09;;542;3.0144;24.674612;0.16;;89.38;
Kepler-152b;http://kepler.nasa.gov/Mission/discoveries/kepler152b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00416.01&type=KEPLER_CANDIDATE;;;0.249;2.79;;556;3.756;18.207973;0.124;;88.81;
Kepler-152c;http://kepler.nasa.gov/Mission/discoveries/kepler152c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00416.02&type=KEPLER_CANDIDATE;;;0.213;2.39;;328;4.0368;88.255055;0.356;;89.38;
Kepler-153b;http://kepler.nasa.gov/Mission/discoveries/kepler153b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00431.01&type=KEPLER_CANDIDATE;;;0.261;2.92;;632;3.0744;18.870227;0.129;;89.38;
Kepler-153c;http://kepler.nasa.gov/Mission/discoveries/kepler153c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00431.02&type=KEPLER_CANDIDATE;;;0.226;2.53;;467;3.8256;46.90232;0.237;;89.38;
Kepler-154b;http://kepler.nasa.gov/Mission/discoveries/kepler154b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00435.03&type=KEPLER_CANDIDATE;;;0.202;2.26;;565;3.3552;33.040532;0.198;;90;
Kepler-154c;http://kepler.nasa.gov/Mission/discoveries/kepler154c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00435.05&type=KEPLER_CANDIDATE;;;0.263;2.95;;437;7.5096;62.303276;0.303;;89.65;
Kepler-155b;http://kepler.nasa.gov/Mission/discoveries/kepler155b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00438.01&type=KEPLER_CANDIDATE;;;0.186;2.09;;663;2.3712;5.931194;0.056;;88.24;
Kepler-155c;http://kepler.nasa.gov/Mission/discoveries/kepler155c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00438.02&type=KEPLER_CANDIDATE;;;0.2;2.24;;319;3.1872;52.661793;0.242;;89.38;
Kepler-156b;http://kepler.nasa.gov/Mission/discoveries/kepler156b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00440.02&type=KEPLER_CANDIDATE;;;0.205;2.3;;835;1.5792;4.973456;0.054;;86.52;
Kepler-156c;http://kepler.nasa.gov/Mission/discoveries/kepler156c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00440.01&type=KEPLER_CANDIDATE;;;0.227;2.55;;569;3.984;15.906801;0.117;;89.38;
Kepler-157b;http://kepler.nasa.gov/Mission/discoveries/kepler157b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00442.02&type=KEPLER_CANDIDATE;;;0.118;1.32;;1512;2.1864;1.732342;0.028;;89.95;
Kepler-157c;http://kepler.nasa.gov/Mission/discoveries/kepler157c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00442.01&type=KEPLER_CANDIDATE;;;0.2;2.24;;756;4.5144;13.5405;0.11;;89.95;
Kepler-158b;http://kepler.nasa.gov/Mission/discoveries/kepler158b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00446.01&type=KEPLER_CANDIDATE;;;0.189;2.12;;486;2.7648;16.709184;0.111;;88.81;
Kepler-158c;http://kepler.nasa.gov/Mission/discoveries/kepler158c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00446.02&type=KEPLER_CANDIDATE;;;0.17;1.9;;406;4.248;28.551383;0.158;;89.95;
Kepler-159b;http://kepler.nasa.gov/Mission/discoveries/kepler159b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00448.01&type=KEPLER_CANDIDATE;;;0.212;2.38;;544;2.6928;10.139623;0.082;;87.66;
Kepler-159c;http://kepler.nasa.gov/Mission/discoveries/kepler159c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00448.02&type=KEPLER_CANDIDATE;;;0.304;3.41;;335;5.1528;43.595792;0.218;;89.38;
Kepler-160b;http://kepler.nasa.gov/Mission/discoveries/kepler160b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00456.02&type=KEPLER_CANDIDATE;;;0.137;1.54;;1091;3.0216;4.309427;0.05;;83.08;
Kepler-160c;http://kepler.nasa.gov/Mission/discoveries/kepler160c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00456.01&type=KEPLER_CANDIDATE;;;0.322;3.61;;743;4.8072;13.699087;0.109;;87.09;
Kepler-161b;http://kepler.nasa.gov/Mission/discoveries/kepler161b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00457.01&type=KEPLER_CANDIDATE;;;0.189;2.12;;813;1.872;4.921355;0.054;;89.38;
Kepler-161c;http://kepler.nasa.gov/Mission/discoveries/kepler161c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00457.02&type=KEPLER_CANDIDATE;;;0.183;2.05;;722;1.3512;7.06424;0.068;;88.24;
Kepler-162b;http://kepler.nasa.gov/Mission/discoveries/kepler162b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00459.02&type=KEPLER_CANDIDATE;;;0.112;1.26;;962;3.3384;6.919798;0.069;;87.66;
Kepler-162c;http://kepler.nasa.gov/Mission/discoveries/kepler162c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00459.01&type=KEPLER_CANDIDATE;;;0.27;3.03;;682;3.528;19.446355;0.137;;88.24;
Kepler-163b;http://kepler.nasa.gov/Mission/discoveries/kepler163b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00471.02&type=KEPLER_CANDIDATE;;;0.094;1.05;;847;3.36;7.810937;0.078;;87.66;
Kepler-163c;http://kepler.nasa.gov/Mission/discoveries/kepler163c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00471.01&type=KEPLER_CANDIDATE;;;0.202;2.26;;605;3.7656;21.347262;0.152;;88.24;
Kepler-164b;http://kepler.nasa.gov/Mission/discoveries/kepler164b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00474.04&type=KEPLER_CANDIDATE;;;0.126;1.41;;1199;1.6488;5.03503;0.058;;87.09;
Kepler-164c;http://kepler.nasa.gov/Mission/discoveries/kepler164c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00474.01&type=KEPLER_CANDIDATE;;;0.244;2.73;;924;3.0048;10.945723;0.097;;89.38;
Kepler-164d;http://kepler.nasa.gov/Mission/discoveries/kepler164d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00474.02&type=KEPLER_CANDIDATE;;;0.219;2.45;;667;3.444;28.986769;0.187;;89.38;
Kepler-165b;http://kepler.nasa.gov/Mission/discoveries/kepler165b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00475.01&type=KEPLER_CANDIDATE;;;0.207;2.32;;759;2.868;8.180848;0.072;;88.24;
Kepler-165c;http://kepler.nasa.gov/Mission/discoveries/kepler165c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00475.02&type=KEPLER_CANDIDATE;;;0.199;2.23;;613;3.0288;15.31299;0.11;;88.81;
Kepler-166b;http://kepler.nasa.gov/Mission/discoveries/kepler166b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00481.01&type=KEPLER_CANDIDATE;;;0.203;2.27;;782;2.748;7.650254;0.072;;87.09;
Kepler-166c;http://kepler.nasa.gov/Mission/discoveries/kepler166c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00481.03&type=KEPLER_CANDIDATE;;;0.212;2.38;;475;4.8408;34.260281;0.195;;88.81;
Kepler-167b;http://kepler.nasa.gov/Mission/discoveries/kepler167b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00490.01&type=KEPLER_CANDIDATE;;;0.129;1.45;;836;2.412;4.393147;0.048;;85.94;
Kepler-167c;http://kepler.nasa.gov/Mission/discoveries/kepler167c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00490.03&type=KEPLER_CANDIDATE;;;0.122;1.37;;705;2.8944;7.406097;0.068;;87.09;
Kepler-168b;http://kepler.nasa.gov/Mission/discoveries/kepler168b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00497.02&type=KEPLER_CANDIDATE;;;0.13;1.46;;1201;3.5136;4.425391;0.056;;81.36;
Kepler-168c;http://kepler.nasa.gov/Mission/discoveries/kepler168c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00497.01&type=KEPLER_CANDIDATE;;;0.24;2.69;;838;4.9368;13.193242;0.116;;85.94;
Kepler-169b;http://kepler.nasa.gov/Mission/discoveries/kepler169b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00505.03&type=KEPLER_CANDIDATE;;;0.101;1.13;;1487;2.136;3.250619;0.04;;81.36;
Kepler-169c;http://kepler.nasa.gov/Mission/discoveries/kepler169c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00505.02&type=KEPLER_CANDIDATE;;;0.108;1.21;;1204;3.0552;6.195469;0.062;;84.8;
Kepler-169d;http://kepler.nasa.gov/Mission/discoveries/kepler169d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00505.04&type=KEPLER_CANDIDATE;;;0.112;1.25;;1091;2.7912;8.348125;0.075;;85.37;
Kepler-169e;http://kepler.nasa.gov/Mission/discoveries/kepler169e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00505.01&type=KEPLER_CANDIDATE;;;0.196;2.2;;923;2.9112;13.767102;0.105;;86.52;
Kepler-169f;http://kepler.nasa.gov/Mission/discoveries/kepler169f;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00505.05&type=KEPLER_CANDIDATE;;;0.23;2.58;;498;6.312;87.090195;0.359;;88.81;
Kepler-170b;http://kepler.nasa.gov/Mission/discoveries/kepler170b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00508.01&type=KEPLER_CANDIDATE;;;0.285;3.2;;901;3.6792;7.930592;0.08;;84.8;
Kepler-170c;http://kepler.nasa.gov/Mission/discoveries/kepler170c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00508.02&type=KEPLER_CANDIDATE;;;0.255;2.86;;704;4.2;16.665863;0.131;;86.52;
Kepler-171b;http://kepler.nasa.gov/Mission/discoveries/kepler171b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00509.01&type=KEPLER_CANDIDATE;;;0.209;2.34;;1012;2.7408;4.166972;0.05;;89.38;
Kepler-171c;http://kepler.nasa.gov/Mission/discoveries/kepler171c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00509.02&type=KEPLER_CANDIDATE;;;0.228;2.56;;727;2.5656;11.463462;0.098;;88.24;
Kepler-171d;http://kepler.nasa.gov/Mission/discoveries/kepler171d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00509.03&type=KEPLER_CANDIDATE;;;0.169;1.89;;480;6.3144;39.595519;0.223;;89.38;
Kepler-172b;http://kepler.nasa.gov/Mission/discoveries/kepler172b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00510.01&type=KEPLER_CANDIDATE;;;0.21;2.35;;1236;2.5944;2.940309;0.04;;82.51;
Kepler-172c;http://kepler.nasa.gov/Mission/discoveries/kepler172c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00510.02&type=KEPLER_CANDIDATE;;;0.255;2.86;;952;3.3888;6.388996;0.068;;85.37;
Kepler-172d;http://kepler.nasa.gov/Mission/discoveries/kepler172d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00510.03&type=KEPLER_CANDIDATE;;;0.201;2.25;;723;3.54;14.627119;0.118;;87.09;
Kepler-172e;http://kepler.nasa.gov/Mission/discoveries/kepler172e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00510.04&type=KEPLER_CANDIDATE;;;0.246;2.76;;540;3.5592;35.118736;0.211;;88.24;
Kepler-173b;http://kepler.nasa.gov/Mission/discoveries/kepler173b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00511.02&type=KEPLER_CANDIDATE;;;0.115;1.29;;1232;2.2608;4.263742;0.048;;85.94;
Kepler-173c;http://kepler.nasa.gov/Mission/discoveries/kepler173c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00511.01&type=KEPLER_CANDIDATE;;;0.217;2.43;;993;3.1296;8.005777;0.074;;87.66;
Kepler-174b;http://kepler.nasa.gov/Mission/discoveries/kepler174b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00518.01&type=KEPLER_CANDIDATE;;;0.175;1.96;;508;2.9376;13.98179;0.1;;88.81;
Kepler-174c;http://kepler.nasa.gov/Mission/discoveries/kepler174c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00518.02&type=KEPLER_CANDIDATE;;;0.133;1.49;;347;5.1768;44.000529;0.214;;89.95;
Kepler-174d;http://kepler.nasa.gov/Mission/discoveries/kepler174d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00518.03&type=KEPLER_CANDIDATE;;;0.195;2.19;;195;8.772;247.35373;0.677;;89.95;
Kepler-175b;http://kepler.nasa.gov/Mission/discoveries/kepler175b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00519.01&type=KEPLER_CANDIDATE;;;0.228;2.56;;802;4.2144;11.903515;0.105;;88.24;
Kepler-175c;http://kepler.nasa.gov/Mission/discoveries/kepler175c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00519.02&type=KEPLER_CANDIDATE;;;0.277;3.1;;566;7.056;34.035257;0.213;;89.38;
Kepler-176b;http://kepler.nasa.gov/Mission/discoveries/kepler176b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00520.02&type=KEPLER_CANDIDATE;;;0.128;1.43;;861;2.4072;5.433074;0.058;;86.52;
Kepler-176c;http://kepler.nasa.gov/Mission/discoveries/kepler176c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00520.01&type=KEPLER_CANDIDATE;;;0.232;2.6;;645;3.54;12.759712;0.102;;88.24;
Kepler-176d;http://kepler.nasa.gov/Mission/discoveries/kepler176d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00520.03&type=KEPLER_CANDIDATE;;;0.224;2.51;;511;2.8536;25.751974;0.163;;88.24;
Kepler-177b;http://kepler.nasa.gov/Mission/discoveries/kepler177b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00523.02&type=KEPLER_CANDIDATE;0.006;2;0.259;2.9;;598;7.531;36.855;0.223;;89.38;
Kepler-177c;http://kepler.nasa.gov/Mission/discoveries/kepler177c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00523.01&type=KEPLER_CANDIDATE;0.024;7.5;0.633;7.1;;542;5.2462;49.412;0.271;;88.81;
